,product_id,product_name,product_category,product_price,color_name,product_fit,product_pieces,product_department,product_model,price_per_pieces,cotton_sheel,elastomultiester_sheel,lyocell_sheel,polyester_sheel,rayon_sheel,spandex_sheel,cotton_pck_lining,polyester_pck_lining,size_number_cm,size_model,start_scrapy,end_scrapy
0,1024256006,slim_jeans,jeans,24.99,dark_denim_blue,slim,1,men,slim,24.99,0.99,0.0,0.0,0.0,0.0,0.01,1.0,0.0,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
1,0985159001,skinny_jeans,jeans,24.99,black,skinny,1,men,skinny,24.99,0.99,0.0,0.0,0.0,0.0,0.01,1.0,0.0,180,33/32,2023-02-18 13:30:02,2023-02-18 13:31:48
2,0979945003,loose_jeans,jeans,39.99,black,loose,1,men,loose,39.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,,,2023-02-18 13:30:02,2023-02-18 13:31:48
3,1008549006,regular_jeans,jeans,24.99,black,regular,1,men,regular,24.99,0.99,0.0,0.0,0.0,0.0,0.01,1.0,0.0,180,33/32,2023-02-18 13:30:02,2023-02-18 13:31:48
4,1024256007,slim_jeans,jeans,24.99,dark_gray,slim,1,men,slim,24.99,0.99,0.0,0.0,0.0,0.0,0.01,0.35,0.65,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
5,1008110002,freefit_slim_jeans,jeans,49.99,black_no_fade_black,slim,1,men,slim,49.99,0.9,0.08,0.0,0.0,0.0,0.02,1.0,0.0,,,2023-02-18 13:30:02,2023-02-18 13:31:48
6,1024256001,slim_jeans,jeans,24.99,black,slim,1,men,slim,24.99,0.99,0.0,0.0,0.0,0.0,0.01,0.35,0.65,180,33/32,2023-02-18 13:30:02,2023-02-18 13:31:48
7,0979945001,loose_jeans,jeans,39.99,light_denim_blue,loose,1,men,loose,39.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,180,38/32,2023-02-18 13:30:02,2023-02-18 13:31:48
8,1130309001,baggy_jeans,jeans,39.99,denim_black,loose,1,men,loose,39.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,188,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
9,1024256003,slim_jeans,jeans,24.99,light_denim_blue,slim,1,men,slim,24.99,0.99,0.0,0.0,0.0,0.0,0.01,0.35,0.65,180,33/32,2023-02-18 13:30:02,2023-02-18 13:31:48
10,1008549001,regular_jeans,jeans,24.99,light_denim_blue,regular,1,men,regular,24.99,0.98,0.0,0.0,0.0,0.0,0.02,0.35,0.65,180,33/32,2023-02-18 13:30:02,2023-02-18 13:31:48
11,1130309002,baggy_jeans,jeans,39.99,light_denim_blue,loose,1,men,loose,39.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,,,2023-02-18 13:30:02,2023-02-18 13:31:48
12,0985159004,skinny_jeans,jeans,24.99,light_denim_blue,skinny,1,men,skinny,24.99,0.99,0.0,0.0,0.0,0.0,0.01,1.0,0.0,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
13,1119482005,loose_jeans,jeans,44.99,dark_denim_blue,loose,1,men,loose,44.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,188,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
14,1121156002,relaxed_jeans,jeans,44.99,beige,relaxed,1,men,relaxed,44.99,0.89,0.0,0.0,0.0,0.11,0.0,1.0,0.0,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
15,0875105036,relaxed_jeans,jeans,39.99,light_denim_blue,relaxed,1,men,relaxed,39.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
16,0875105041,relaxed_jeans,jeans,39.99,denim_gray,relaxed,1,men,relaxed,39.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
17,1130139003,loose_bootcut_jeans,jeans,44.99,light_denim_blue,loose,1,men,loose,44.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,,,2023-02-18 13:30:02,2023-02-18 13:31:48
18,1121155001,regular_bootcut_jeans,jeans,44.99,black,regular,1,men,regular,44.99,0.9,0.0,0.0,0.0,0.09,0.01,1.0,0.0,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
19,1119482003,loose_jeans,jeans,44.99,cream,loose,1,men,loose,44.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
20,1121156001,relaxed_jeans,jeans,44.99,dark_denim_blue,relaxed,1,men,relaxed,44.99,0.89,0.0,0.0,0.0,0.11,0.0,1.0,0.0,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
21,1121155003,regular_bootcut_jeans,jeans,44.99,denim_blue,regular,1,men,regular,44.99,0.9,0.0,0.0,0.0,0.09,0.01,1.0,0.0,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
22,0690449036,skinny_jeans,jeans,39.99,black,skinny,1,men,ripped,39.99,0.98,0.0,0.0,0.0,0.0,0.02,0.0,0.0,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
23,0690449062,skinny_jeans,jeans,39.99,light_denim_blue,skinny,1,men,ripped,39.99,0.98,0.0,0.0,0.0,0.0,0.02,0.35,0.65,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
24,0979945029,loose_jeans,jeans,39.99,denim_blue,loose,1,men,loose,39.99,1.0,0.0,0.0,0.0,0.0,0.0,0.35,0.65,180,38/32,2023-02-18 13:30:02,2023-02-18 13:31:48
25,1024256004,slim_jeans,jeans,24.99,denim_blue,slim,1,men,slim,24.99,0.99,0.0,0.0,0.0,0.0,0.01,0.35,0.65,,,2023-02-18 13:30:02,2023-02-18 13:31:48
26,0690449067,skinny_jeans,jeans,39.99,denim_blue,skinny,1,men,ripped,39.99,0.98,0.0,0.0,0.0,0.0,0.02,0.35,0.65,185,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
27,0938875008,slim_tapered_jeans,jeans,39.99,denim_blue,slim,1,men,slim,39.99,0.99,0.0,0.0,0.0,0.0,0.01,1.0,0.0,187,31/32,2023-02-18 13:30:02,2023-02-18 13:31:48
